Aspect,Elevation,Hillshade_9am,Hillshade_9am,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Slope,Soil_Type10,Soil_Type23,Soil_Type29,Soil_Type3,Soil_Type4,Vertical_Distance_To_Hydrology,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Cover_Type
-1.4329875745547582,-1.2371233729888678,0.14412500462497715,0.7409542907155459,-0.5897640122219623,-1.085165000769942,-0.12466038918294364,-1.8301293695422907,-0.40410473238685235,-0.30686403496757436,-0.2612817001274941,-0.24138706787115397,-0.2296552075619304,-0.834837046652131,-0.5593991287234382,-0.18469247573320255,-0.8509167368458972,4
1.3589557759904427,1.2274606135764066,-0.7437048143100923,0.6099772669463374,-1.1818810189710178,1.2552992230388653,-0.8098672094389537,-0.6470217567357989,-0.40410473238685235,-0.30686403496757436,-0.2612817001274941,-0.24138706787115397,-0.2296552075619304,0.48023001630529616,-0.5593991287234382,5.414405735968095,-0.8509167368458972,1
-0.23644042432110068,-0.6305671973069471,1.262132924765435,-0.437838923207331,-0.08445428269691936,-0.7664432467146777,-0.5159929495479735,1.6008827075965357,-0.40410473238685235,-0.30686403496757436,-0.2612817001274941,4.142724002653588,-0.2296552075619304,-0.3802459631606747,-0.5593991287234382,-0.18469247573320255,1.1752031152974043,3
1.703416319239526,-0.9086720051294878,-0.579291884877672,-0.0012488439766358609,-0.05521393668462032,1.345683004039612,-0.6374409855233276,-0.41040023417450044,-0.40410473238685235,-0.30686403496757436,-0.2612817001274941,-0.24138706787115397,-0.2296552075619304,2.006357225169471,-0.5593991287234382,-0.18469247573320255,-0.8509167368458972,3
-0.018886397005890215,1.5655018023951845,0.637363792922238,0.9592493303308934,-0.47463014979853474,4.328347777064251,1.1752834032939947,-0.7653325180164481,-0.40410473238685235,-0.30686403496757436,-0.2612817001274941,-0.24138706787115397,-0.2296552075619304,0.05810972449180101,-0.5593991287234382,-0.18469247573320255,1.1752031152974043,7
-0.5627714652939164,0.6568662664922283,0.637363792922238,0.43534123525405927,-0.7176905260257705,0.027982617870832168,2.035165485168878,-1.1202648018583956,-0.40410473238685235,3.258772244540379,-0.2612817001274941,-0.24138706787115397,-0.2296552075619304,-0.5588353173894611,1.7876323874190205,-0.18469247573320255,-0.8509167368458972,2
1.2501787623328375,1.1099853068237817,-2.8153077251585876,-0.08856685982277489,1.3602015624732304,0.7034824548237807,0.9676222553608275,1.4825719463158866,-0.40410473238685235,-0.30686403496757436,-0.2612817001274941,-0.24138706787115397,-0.2296552075619304,2.038828016847432,-0.5593991287234382,-0.18469247573320255,1.1752031152974043,1
-1.2244982983776815,-0.6857086678234854,-0.612174470764156,-2.009563208437833,-0.2854816615314753,0.12788048108218372,-0.7678851723116709,1.127639662473939,2.47460601140076,-0.30686403496757436,-0.2612817001274941,-0.24138706787115397,-0.2296552075619304,0.6588193705340826,-0.5593991287234382,-0.18469247573320255,-0.8509167368458972,3
-0.3542821891168397,0.10065665084714695,1.1306025812194986,0.12972817979257267,0.6968112123191957,-0.9424537676108685,0.8154373707744269,0.0628428109480963,-0.40410473238685235,3.258772244540379,-0.2612817001274941,-0.24138706787115397,-0.2296552075619304,-0.8673078383300922,1.7876323874190205,-0.18469247573320255,-0.8509167368458972,5
-0.9525557642336685,0.3883512796290856,0.4729508634898177,-0.17588487566891392,0.003266755339977771,1.7167322102532034,-0.3525628764453365,-0.6470217567357989,-0.40410473238685235,-0.30686403496757436,-0.2612817001274941,-0.24138706787115397,-0.2296552075619304,1.925180245974568,-0.5593991287234382,-0.18469247573320255,1.1752031152974043,2
